path,class,label,source_group,dataset_mode,grouping_strategy
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00393_shifted_644.jpg,Healthy Leaf,3,class3::healthy_leaf00393,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00393_shifted_660.jpg,Healthy Leaf,3,class3::healthy_leaf00393,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00394_flipped_1904.jpg,Healthy Leaf,3,class3::healthy_leaf00394,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00394_rotated_1103.jpg,Healthy Leaf,3,class3::healthy_leaf00394,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00394_sheared_1721.jpg,Healthy Leaf,3,class3::healthy_leaf00394,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00394_shifted_1057.jpg,Healthy Leaf,3,class3::healthy_leaf00394,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00395_bright_521.jpg,Healthy Leaf,3,class3::healthy_leaf00395,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00396_bright_1161.jpg,Healthy Leaf,3,class3::healthy_leaf00396,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00396_rotated_26.jpg,Healthy Leaf,3,class3::healthy_leaf00396,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00396_shifted_1799.jpg,Healthy Leaf,3,class3::healthy_leaf00396,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00397_bright_1080.jpg,Healthy Leaf,3,class3::healthy_leaf00397,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00397_bright_1102.jpg,Healthy Leaf,3,class3::healthy_leaf00397,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00397_bright_408.jpg,Healthy Leaf,3,class3::healthy_leaf00397,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00397_sheared_381.jpg,Healthy Leaf,3,class3::healthy_leaf00397,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00397_zoomed_1347.jpg,Healthy Leaf,3,class3::healthy_leaf00397,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00397_zoomed_1662.jpg,Healthy Leaf,3,class3::healthy_leaf00397,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00398_flipped_1624.jpg,Healthy Leaf,3,class3::healthy_leaf00398,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00398_flipped_423.jpg,Healthy Leaf,3,class3::healthy_leaf00398,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00398_rotated_1426.jpg,Healthy Leaf,3,class3::healthy_leaf00398,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00398_rotated_1831.jpg,Healthy Leaf,3,class3::healthy_leaf00398,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00398_sheared_1138.jpg,Healthy Leaf,3,class3::healthy_leaf00398,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00398_sheared_1283.jpg,Healthy Leaf,3,class3::healthy_leaf00398,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00398_sheared_1994.jpg,Healthy Leaf,3,class3::healthy_leaf00398,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00398_sheared_750.jpg,Healthy Leaf,3,class3::healthy_leaf00398,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00398_zoomed_1636.jpg,Healthy Leaf,3,class3::healthy_leaf00398,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00399_sheared_1476.jpg,Healthy Leaf,3,class3::healthy_leaf00399,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00399_sheared_1557.jpg,Healthy Leaf,3,class3::healthy_leaf00399,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00399_zoomed_991.jpg,Healthy Leaf,3,class3::healthy_leaf00399,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00400_bright_664.jpg,Healthy Leaf,3,class3::healthy_leaf00400,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00401_bright_1911.jpg,Healthy Leaf,3,class3::healthy_leaf00401,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00402_bright_1012.jpg,Healthy Leaf,3,class3::healthy_leaf00402,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00402_flipped_1885.jpg,Healthy Leaf,3,class3::healthy_leaf00402,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00402_shifted_144.jpg,Healthy Leaf,3,class3::healthy_leaf00402,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00402_shifted_1933.jpg,Healthy Leaf,3,class3::healthy_leaf00402,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00403_bright_471.jpg,Healthy Leaf,3,class3::healthy_leaf00403,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00403_flipped_1356.jpg,Healthy Leaf,3,class3::healthy_leaf00403,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00403_rotated_347.jpg,Healthy Leaf,3,class3::healthy_leaf00403,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00403_sheared_1416.jpg,Healthy Leaf,3,class3::healthy_leaf00403,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00403_zoomed_1898.jpg,Healthy Leaf,3,class3::healthy_leaf00403,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00404_bright_124.jpg,Healthy Leaf,3,class3::healthy_leaf00404,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00404_bright_1829.jpg,Healthy Leaf,3,class3::healthy_leaf00404,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00404_rotated_804.jpg,Healthy Leaf,3,class3::healthy_leaf00404,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00404_sheared_583.jpg,Healthy Leaf,3,class3::healthy_leaf00404,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00404_shifted_1290.jpg,Healthy Leaf,3,class3::healthy_leaf00404,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00404_shifted_1686.jpg,Healthy Leaf,3,class3::healthy_leaf00404,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00404_zoomed_1465.jpg,Healthy Leaf,3,class3::healthy_leaf00404,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00404_zoomed_712.jpg,Healthy Leaf,3,class3::healthy_leaf00404,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00405_bright_37.jpg,Healthy Leaf,3,class3::healthy_leaf00405,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00405_zoomed_1116.jpg,Healthy Leaf,3,class3::healthy_leaf00405,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00406_bright_158.jpg,Healthy Leaf,3,class3::healthy_leaf00406,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00406_rotated_1472.jpg,Healthy Leaf,3,class3::healthy_leaf00406,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00406_sheared_710.jpg,Healthy Leaf,3,class3::healthy_leaf00406,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00406_shifted_1612.jpg,Healthy Leaf,3,class3::healthy_leaf00406,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00406_shifted_727.jpg,Healthy Leaf,3,class3::healthy_leaf00406,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00406_zoomed_1915.jpg,Healthy Leaf,3,class3::healthy_leaf00406,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00407_bright_1352.jpg,Healthy Leaf,3,class3::healthy_leaf00407,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00407_flipped_1388.jpg,Healthy Leaf,3,class3::healthy_leaf00407,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00407_flipped_77.jpg,Healthy Leaf,3,class3::healthy_leaf00407,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00407_rotated_1166.jpg,Healthy Leaf,3,class3::healthy_leaf00407,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00407_rotated_1778.jpg,Healthy Leaf,3,class3::healthy_leaf00407,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00407_sheared_1835.jpg,Healthy Leaf,3,class3::healthy_leaf00407,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00407_sheared_320.jpg,Healthy Leaf,3,class3::healthy_leaf00407,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00407_shifted_304.jpg,Healthy Leaf,3,class3::healthy_leaf00407,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00407_shifted_988.jpg,Healthy Leaf,3,class3::healthy_leaf00407,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00407_zoomed_1529.jpg,Healthy Leaf,3,class3::healthy_leaf00407,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00407_zoomed_799.jpg,Healthy Leaf,3,class3::healthy_leaf00407,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00407_zoomed_873.jpg,Healthy Leaf,3,class3::healthy_leaf00407,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00408_rotated_1448.jpg,Healthy Leaf,3,class3::healthy_leaf00408,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00408_shifted_1232.jpg,Healthy Leaf,3,class3::healthy_leaf00408,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00409_flipped_1517.jpg,Healthy Leaf,3,class3::healthy_leaf00409,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00409_flipped_1860.jpg,Healthy Leaf,3,class3::healthy_leaf00409,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00409_rotated_1580.jpg,Healthy Leaf,3,class3::healthy_leaf00409,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00409_sheared_51.jpg,Healthy Leaf,3,class3::healthy_leaf00409,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00409_sheared_971.jpg,Healthy Leaf,3,class3::healthy_leaf00409,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00409_shifted_1709.jpg,Healthy Leaf,3,class3::healthy_leaf00409,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00410_flipped_1627.jpg,Healthy Leaf,3,class3::healthy_leaf00410,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00410_flipped_1675.jpg,Healthy Leaf,3,class3::healthy_leaf00410,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00410_rotated_1515.jpg,Healthy Leaf,3,class3::healthy_leaf00410,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00410_rotated_163.jpg,Healthy Leaf,3,class3::healthy_leaf00410,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00410_shifted_1274.jpg,Healthy Leaf,3,class3::healthy_leaf00410,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00410_shifted_357.jpg,Healthy Leaf,3,class3::healthy_leaf00410,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00411_flipped_184.jpg,Healthy Leaf,3,class3::healthy_leaf00411,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00411_sheared_538.jpg,Healthy Leaf,3,class3::healthy_leaf00411,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00411_shifted_1793.jpg,Healthy Leaf,3,class3::healthy_leaf00411,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00411_zoomed_1297.jpg,Healthy Leaf,3,class3::healthy_leaf00411,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00412_flipped_1234.jpg,Healthy Leaf,3,class3::healthy_leaf00412,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00412_flipped_970.jpg,Healthy Leaf,3,class3::healthy_leaf00412,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00412_sheared_1209.jpg,Healthy Leaf,3,class3::healthy_leaf00412,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00413_flipped_554.jpg,Healthy Leaf,3,class3::healthy_leaf00413,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00413_rotated_385.jpg,Healthy Leaf,3,class3::healthy_leaf00413,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00414_rotated_621.jpg,Healthy Leaf,3,class3::healthy_leaf00414,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00414_sheared_1942.jpg,Healthy Leaf,3,class3::healthy_leaf00414,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00414_sheared_315.jpg,Healthy Leaf,3,class3::healthy_leaf00414,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00414_sheared_669.jpg,Healthy Leaf,3,class3::healthy_leaf00414,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00414_shifted_1466.jpg,Healthy Leaf,3,class3::healthy_leaf00414,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00414_shifted_1810.jpg,Healthy Leaf,3,class3::healthy_leaf00414,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00414_shifted_939.jpg,Healthy Leaf,3,class3::healthy_leaf00414,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00414_zoomed_1174.jpg,Healthy Leaf,3,class3::healthy_leaf00414,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00414_zoomed_855.jpg,Healthy Leaf,3,class3::healthy_leaf00414,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00415_flipped_1873.jpg,Healthy Leaf,3,class3::healthy_leaf00415,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00415_flipped_48.jpg,Healthy Leaf,3,class3::healthy_leaf00415,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00415_flipped_829.jpg,Healthy Leaf,3,class3::healthy_leaf00415,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00415_rotated_220.jpg,Healthy Leaf,3,class3::healthy_leaf00415,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00415_shifted_1664.jpg,Healthy Leaf,3,class3::healthy_leaf00415,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00415_shifted_578.jpg,Healthy Leaf,3,class3::healthy_leaf00415,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00416_rotated_1880.jpg,Healthy Leaf,3,class3::healthy_leaf00416,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00416_shifted_6.jpg,Healthy Leaf,3,class3::healthy_leaf00416,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00416_shifted_688.jpg,Healthy Leaf,3,class3::healthy_leaf00416,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00417_flipped_1495.jpg,Healthy Leaf,3,class3::healthy_leaf00417,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00417_rotated_1821.jpg,Healthy Leaf,3,class3::healthy_leaf00417,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00417_rotated_1999.jpg,Healthy Leaf,3,class3::healthy_leaf00417,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00418_bright_78.jpg,Healthy Leaf,3,class3::healthy_leaf00418,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00418_sheared_587.jpg,Healthy Leaf,3,class3::healthy_leaf00418,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00418_sheared_684.jpg,Healthy Leaf,3,class3::healthy_leaf00418,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00419_rotated_1323.jpg,Healthy Leaf,3,class3::healthy_leaf00419,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00419_rotated_1583.jpg,Healthy Leaf,3,class3::healthy_leaf00419,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00419_sheared_240.jpg,Healthy Leaf,3,class3::healthy_leaf00419,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00419_shifted_475.jpg,Healthy Leaf,3,class3::healthy_leaf00419,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00420_rotated_1196.jpg,Healthy Leaf,3,class3::healthy_leaf00420,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00420_sheared_1035.jpg,Healthy Leaf,3,class3::healthy_leaf00420,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00420_shifted_763.jpg,Healthy Leaf,3,class3::healthy_leaf00420,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00420_zoomed_617.jpg,Healthy Leaf,3,class3::healthy_leaf00420,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00421_flipped_213.jpg,Healthy Leaf,3,class3::healthy_leaf00421,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00421_flipped_273.jpg,Healthy Leaf,3,class3::healthy_leaf00421,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00421_flipped_837.jpg,Healthy Leaf,3,class3::healthy_leaf00421,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00421_rotated_1531.jpg,Healthy Leaf,3,class3::healthy_leaf00421,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00421_sheared_1621.jpg,Healthy Leaf,3,class3::healthy_leaf00421,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00421_sheared_349.jpg,Healthy Leaf,3,class3::healthy_leaf00421,augmented,known_aug_marker
/home/eecommulab/Documents/Po/chili_disease/Chili Leaf Disease Augmented Dataset/Healthy Leaf/Healthy Leaf00422_bright_910.jpg,Healthy Leaf,3,class3::healthy_leaf00422,augmented,known_aug_marker
